SidoName,SggName,AptName,DisQuantityAvg,Time
경기도,수원시,영화-태영,1923.6842105263158,20180127
경기도,수원시,영화-태영,1671.0526315789473,20180128
경기도,수원시,영화-태영,1714.7058823529412,20180129
경기도,수원시,영화-태영,1796.0526315789473,20180130
경기도,수원시,영화-태영,1451.851851851852,20180131
경기도,수원시,율전-천록,1780.3030303030303,20180101
경기도,수원시,율전-천록,1440.7407407407406,20180102
경기도,수원시,율전-천록,1395.0,20180103
경기도,수원시,율전-천록,2166.0714285714284,20180104
경기도,수원시,율전-천록,1408.6206896551723,20180105
경기도,수원시,율전-천록,1268.3333333333333,20180106
경기도,수원시,율전-천록,1441.5094339622642,20180107
경기도,수원시,율전-천록,960.7142857142857,20180108
경기도,수원시,율전-천록,1444.2857142857142,20180109
경기도,수원시,율전-천록,1423.6842105263158,20180110
경기도,수원시,율전-천록,1293.4782608695652,20180111
경기도,수원시,율전-천록,1416.6666666666667,20180112
경기도,수원시,율전-천록,1628.3333333333333,20180113
경기도,수원시,율전-천록,1681.6666666666667,20180114
경기도,수원시,율전-천록,1896.6666666666667,20180115
경기도,수원시,율전-천록,1337.5,20180116
경기도,수원시,율전-천록,1200.0,20180117
경기도,수원시,율전-천록,1715.7894736842106,20180118
경기도,수원시,율전-천록,898.0769230769231,20180119
경기도,수원시,율전-천록,1671.4285714285713,20180120
경기도,수원시,율전-천록,1300.0,20180121
경기도,수원시,율전-천록,1321.6666666666667,20180122
경기도,수원시,율전-천록,1480.5555555555557,20180123
경기도,수원시,율전-천록,1455.0,20180124
경기도,수원시,율전-천록,1244.871794871795,20180125
경기도,수원시,율전-천록,1388.888888888889,20180126
경기도,수원시,율전-천록,1565.625,20180127
경기도,수원시,율전-천록,1578.7878787878788,20180128
경기도,수원시,율전-천록,1468.0,20180129
경기도,수원시,율전-천록,1544.0,20180130
경기도,수원시,율전-천록,1065.1515151515152,20180131
경기도,수원시,율전-신일,2297.5806451612902,20180101
경기도,수원시,율전-신일,2385.2150537634407,20180102
경기도,수원시,율전-신일,2168.8311688311687,20180103
경기도,수원시,율전-신일,2185.3305785123966,20180104
경기도,수원시,율전-신일,2425.9868421052633,20180105
경기도,수원시,율전-신일,2050.0,20180106
경기도,수원시,율전-신일,2283.505154639175,20180107
경기도,수원시,율전-신일,2034.5744680851064,20180108
경기도,수원시,율전-신일,2127.707006369427,20180109
경기도,수원시,율전-신일,2114.137931034483,20180110
경기도,수원시,율전-신일,2456.4814814814813,20180111
경기도,수원시,율전-신일,1882.7464788732395,20180112
경기도,수원시,율전-신일,2135.472972972973,20180113
경기도,수원시,율전-신일,2243.6893203883496,20180114
경기도,수원시,율전-신일,2242.063492063492,20180115
경기도,수원시,율전-신일,2086.9186046511627,20180116
경기도,수원시,율전-신일,2075.602409638554,20180117
경기도,수원시,율전-신일,2269.423076923077,20180118
경기도,수원시,율전-신일,2136.3636363636365,20180119
경기도,수원시,율전-신일,2274.6913580246915,20180120
